greV,greQ,greA,cgpa,univName
155.3191489,170.212766,4,0.82,University of Southern California
130,148.9361702,3,0.8,University of Southern California
130,165.9574468,4,0.87,University of Southern California
138.2978723,170.212766,4,0.9,University of Southern California
141,165,4,0.85,University of Southern California
151,162,3.5,0.862,University of Southern California
130,163.8297872,4,0.86,University of Southern California
153,169,4.5,0.89,University of Pennsylvania
138.2978723,170.212766,0,0.8,University of Pennsylvania
138.2978723,159.5744681,3.5,0.8,University of Pennsylvania
130,163.8297872,4,0.86,University of Pennsylvania
150,159,4,0.79,University of North Carolina Charlotte
152,159,3,0.74,University of North Carolina Charlotte
146,159,3,0.79,University of North Carolina Charlotte
149,159,3.5,0.77,University of North Carolina Charlotte
130,148.9361702,3.5,0.72,University of North Carolina Charlotte
130,148.9361702,3.5,0.72,University of North Carolina Charlotte
150,163,3.5,0.8,University of North Carolina Charlotte
150,162,4,0.78,University of North Carolina Charlotte
148,160,0,0.85,University of North Carolina Charlotte
130,157.4468085,4,0.71,University of North Carolina Charlotte
158,162,4,0.81,University of Minnesota Twin Cities
130,170.212766,4.5,0.8865,University of Minnesota Twin Cities
130,159.5744681,3.5,0.861,University of Minnesota Twin Cities
130,165.9574468,3,0.82,University of Minnesota Twin Cities
144.6808511,170.212766,3,0.837,University of Minnesota Twin Cities
144.6808511,170.212766,5,0.85,University of Minnesota Twin Cities
130,170.212766,4,0.802,University of Minnesota Twin Cities
155.3191489,170.212766,4,0.82,University of Minnesota Twin Cities
130,159.5744681,2.5,0.8,University of Minnesota Twin Cities
140.4255319,159.5744681,3.5,0.8787,University of Minnesota Twin Cities
130,168.0851064,3,0.84,University of Minnesota Twin Cities
130,168.0851064,3.5,0.86,University of Minnesota Twin Cities
157,164,4,0.8705,University of Minnesota Twin Cities
130,78,4,0.8,University of Minnesota Twin Cities
151,162,3.5,0.862,University of Minnesota Twin Cities
146.8085106,155.3191489,4,0.79,University of Minnesota Twin Cities
130,163.8297872,4,0.86,University of Minnesota Twin Cities
130,146.8085106,4,0.8,University of Michigan Ann Arbor
130,170.212766,4,0.899,University of Michigan Ann Arbor
138.2978723,170.212766,0,0.8,University of Michigan Ann Arbor
159,170,4,0.81,University of Michigan Ann Arbor
130,170.212766,4,0.802,University of Michigan Ann Arbor
130,170.212766,3.5,0.8002,University of Michigan Ann Arbor
153.1914894,170.212766,4,0.83,University of Michigan Ann Arbor
136.1702128,170.212766,4,0.74,University of Michigan Ann Arbor
152,164,4,0.8539,University of Michigan Ann Arbor
146.8085106,155.3191489,4,0.79,University of Michigan Ann Arbor
130,163.8297872,4,0.86,University of Michigan Ann Arbor
134.0425532,168.0851064,3.5,0.8,University of Massachusetts Amherst
149,159,3.5,0.77,University of Massachusetts Amherst
138.2978723,159.5744681,3.5,0.8,University of Massachusetts Amherst
130,159.5744681,2.5,0.8,University of Massachusetts Amherst
151.0638298,170.212766,5,0.82,University of Massachusetts Amherst
151,162,3.5,0.862,University of Massachusetts Amherst
130,165.9574468,4,0.89,University of Maryland College Park
156,169,4,0.78,University of Maryland College Park
130,159.5744681,2.5,0.8,University of Maryland College Park
153.1914894,170.212766,4,0.83,University of Maryland College Park
153,164,4,0.8445,University of Illinois Urbana-Champaign
153.1914894,170.212766,4,0.83,University of Illinois Urbana-Champaign
130,146.8085106,4,0.8,University of Illinois Chicago
140.4255319,170.212766,3,0.773,University of Illinois Chicago
153,164,4,0.8445,University of Illinois Chicago
130,148.9361702,3.5,0.785,University of Illinois Chicago
152,159,3,0.74,University of Illinois Chicago
151,164,3,0.764,University of Illinois Chicago
130,159.5744681,3,0.82,University of Illinois Chicago
130,168.0851064,3.5,0.76,University of Illinois Chicago
130,157.4468085,3,0.78,University of Illinois Chicago
160,159,4,0.77,University of Illinois Chicago
155,160,4.5,0.81,University of Illinois Chicago
130,170.212766,4.5,0.8865,University of Illinois Chicago
130,168.0851064,3,0.72,University of Illinois Chicago
155,163,3,0.82,University of Illinois Chicago
130,159.5744681,3.5,0.875,University of Illinois Chicago
153,162,3.5,0.866,University of Illinois Chicago
156,169,4,0.78,University of Illinois Chicago
155,162,4,0.783,University of Illinois Chicago
130,163.8297872,3.5,0.77,University of Illinois Chicago
130,165.9574468,4,0.802,University of Illinois Chicago
158,164,4,0.8,University of Illinois Chicago
149,162,3.5,0.72,University of Illinois Chicago
130,163.8297872,3,0.8,University of Illinois Chicago
130,148.9361702,3,0.8,University of Illinois Chicago
153,167,3.5,0.83,University of Illinois Chicago
153,163,3.5,0,University of Illinois Chicago
141,160,3.5,0.816,University of Illinois Chicago
130,168.0851064,3,0.84,University of Illinois Chicago
152,163,4,0.72,University of Illinois Chicago
136.1702128,159.5744681,4,0.8446,University of Illinois Chicago
130,165.9574468,4,0.87,University of Illinois Chicago
150,162,4,0.82,University of Illinois Chicago
148,160,0,0.85,University of Illinois Chicago
130,159.5744681,3,0.735,University of Illinois Chicago
130,144.6808511,3,0.76,University of Illinois Chicago
153,160,3,0.79,University of Illinois Chicago
140.4255319,170.212766,3,0.773,University of Florida
130,155.3191489,3.5,0.75,University of Florida
153,164,4,0.872,University of Florida
151,164,3,0.764,University of Florida
136.1702128,170.212766,3.5,0.73,University of Florida
160,164,4.5,0.88,University of Florida
143,156,3.5,0.78,University of Florida
130,170.212766,4.5,0.8865,University of Florida
130,159.5744681,3.5,0.861,University of Florida
130,163.8297872,3.5,0.77,University of Florida
144.6808511,170.212766,3,0.837,University of Florida
130,165.9574468,4,0.802,University of Florida
153,170,3.5,0.803,University of Florida
155,164,4,0.835,University of Florida
153,167,3.5,0.83,University of Florida
130,165.9574468,4,0.87,University of Florida
144.6808511,170.212766,5,0.87,University of Florida
151.0638298,170.212766,5,0.82,University of Florida
153.1914894,170.212766,4,0.83,University of Florida
136.1702128,161.7021277,3,0.87,University of Florida
152,164,4,0.8539,University of Florida
153,164,4,0.872,University of Colorado Boulder
130,159.5744681,3.5,0.861,University of Colorado Boulder
130,170.212766,3,0.8218,University of Colorado Boulder
159,170,4,0.81,University of Colorado Boulder
130,159.5744681,2.5,0.8,University of Colorado Boulder
153,163,3.5,0,University of Colorado Boulder
157,164,4,0.8705,University of Colorado Boulder
130,78,4,0.8,University of Colorado Boulder
130,159.5744681,3,0.82,University of Cincinnati
130,168.0851064,3.5,0.76,University of Cincinnati
130,161.7021277,3.5,0.65,University of Cincinnati
160,159,4,0.77,University of Cincinnati
155,164,4,0.835,University of Cincinnati
158,164,4,0.8,University of Cincinnati
153,170,3,0.84,University of Cincinnati
159,169,3.5,0.82,University of Cincinnati
130,168.0851064,3.5,0.87,University of California Santa Barbara
130,165.9574468,4,0.89,University of California Santa Barbara
138.2978723,159.5744681,3.5,0.8,University of California Santa Barbara
138.2978723,170.212766,4,0.9,University of California Santa Barbara
144.6808511,170.212766,5,0.87,University of California Santa Barbara
130,163.8297872,4,0.86,University of California Santa Barbara
130,165.9574468,4,0.89,University of California San Diego
150,162,4,0.78,University of California San Diego
136.1702128,161.7021277,3,0.87,University of California San Diego
160,164,4.5,0.88,University of California Los Angeles
138.2978723,170.212766,0,0.8,University of California Los Angeles
138.2978723,170.212766,4,0.9,University of California Los Angeles
140.4255319,170.212766,3,0.773,University of California Irvine
154,164,4,0.79,University of California Irvine
136.1702128,170.212766,3.5,0.73,University of California Irvine
130,168.0851064,4.5,0.82,University of California Irvine
138.2978723,170.212766,0,0.8,University of California Irvine
136.1702128,159.5744681,4,0.8446,University of California Irvine
151.0638298,170.212766,5,0.82,University of California Irvine
141,165,4,0.85,University of California Irvine
140.4255319,170.212766,3,0.773,University of Arizona
130,165.9574468,3.5,0.78,University of Arizona
160,159,4,0.77,University of Arizona
156,169,4,0.78,University of Arizona
130,165.9574468,4,0.802,University of Arizona
152,163,4,0.72,University of Arizona
150,168,4,0.74,University of Arizona
130,159.5744681,3,0.735,University of Arizona
130,144.6808511,3,0.76,University of Arizona
153,160,3,0.79,University of Arizona
153,162,3.5,0.866,Texas A and M University College Station
156,169,4,0.78,Texas A and M University College Station
158,164,4,0.8,Texas A and M University College Station
130,170.212766,5.5,0.78,Texas A and M University College Station
130,159.5744681,3,0.735,Texas A and M University College Station
159,169,3.5,0.82,Texas A and M University College Station
152,164,4,0.8539,Texas A and M University College Station
130,146.8085106,4,0.8,Syracuse University
155,162,4,0.783,Syracuse University
154,160,2.5,0.792,Syracuse University
150,162,4,0.78,Syracuse University
150,168,4,0.74,Syracuse University
153,160,3,0.79,Syracuse University
151,164,3,0.764,SUNY Stony Brook
130,159.5744681,3,0.82,SUNY Stony Brook
130,170.212766,4.5,0.8865,SUNY Stony Brook
153,167,3.5,0.83,SUNY Stony Brook
130,146.8085106,4,0.8,SUNY Buffalo
130,161.7021277,4,0.78,SUNY Buffalo
130,153.1914894,3.5,0.83,SUNY Buffalo
154,159,3.5,0.808,SUNY Buffalo
130,148.9361702,3.5,0.785,SUNY Buffalo
152,159,3,0.74,SUNY Buffalo
130,155.3191489,4,0.8,SUNY Buffalo
130,159.5744681,3,0.82,SUNY Buffalo
134.0425532,168.0851064,3.5,0.8,SUNY Buffalo
130,168.0851064,4.5,0.82,SUNY Buffalo
149,159,3.5,0.77,SUNY Buffalo
130,165.9574468,3,0.82,SUNY Buffalo
138.2978723,170.212766,0,0.8,SUNY Buffalo
144.6808511,170.212766,5,0.85,SUNY Buffalo
154,160,2.5,0.792,SUNY Buffalo
150,156,3,0.75,SUNY Buffalo
153,163,3.5,0,SUNY Buffalo
152,163,4,0.72,SUNY Buffalo
163,163,4,0.749,SUNY Buffalo
150,162,4,0.82,SUNY Buffalo
130,159.5744681,3,0.735,SUNY Buffalo
160,164,4.5,0.88,Rutgers University New Brunswick/Piscataway
130,165.9574468,4,0.89,Rutgers University New Brunswick/Piscataway
144.6808511,170.212766,5,0.85,Rutgers University New Brunswick/Piscataway
151.0638298,170.212766,5,0.82,Rutgers University New Brunswick/Piscataway
138.2978723,170.212766,4.5,0.81,Purdue University
152,164,4,0.8539,Purdue University
153,164,4,0.872,Ohio State University Columbus
160,164,4.5,0.88,Ohio State University Columbus
155,163,4,0.7942,Ohio State University Columbus
130,170.212766,4,0.899,Ohio State University Columbus
140.4255319,159.5744681,3.5,0.8787,Ohio State University Columbus
138.2978723,170.212766,4.5,0.81,Ohio State University Columbus
136.1702128,170.212766,4,0.74,Ohio State University Columbus
136.1702128,163.8297872,4.5,0.86,Ohio State University Columbus
152,164,4,0.8539,Ohio State University Columbus
158,162,4,0.81,Northeastern University
130,146.8085106,4,0.8,Northeastern University
130,165.9574468,3.5,0.78,Northeastern University
152,159,3,0.74,Northeastern University
130,168.0851064,4.5,0.82,Northeastern University
146,162,4,0.82,Northeastern University
130,157.4468085,4,0.72,Northeastern University
130,159.5744681,3.5,0.861,Northeastern University
149,159,3.5,0.8281,Northeastern University
148,159,3,0.7,Northeastern University
130,163.8297872,3,0.72,Northeastern University
144,159,3,0.76,Northeastern University
150,157,3,0.69,Northeastern University
141,160,3.5,0.816,Northeastern University
152,163,4,0.72,Northeastern University
142.5531915,161.7021277,4,0.71,Northeastern University
141,165,4,0.85,Northeastern University
146.8085106,165.9574468,0,0.83,North Carolina State University
140.4255319,170.212766,3,0.773,North Carolina State University
130,161.7021277,4,0.78,North Carolina State University
146,162,4,0.82,North Carolina State University
140.4255319,165.9574468,4,0.87,North Carolina State University
130,159.5744681,3.5,0.875,North Carolina State University
153,162,3.5,0.866,North Carolina State University
144.6808511,170.212766,3,0.837,North Carolina State University
130,165.9574468,4,0.802,North Carolina State University
138.2978723,159.5744681,3.5,0.8,North Carolina State University
130,159.5744681,2.5,0.8,North Carolina State University
138.2978723,170.212766,4.5,0.81,North Carolina State University
130,165.9574468,4,0.87,North Carolina State University
150,162,4,0.82,North Carolina State University
144.6808511,170.212766,5,0.87,North Carolina State University
141,165,4,0.85,North Carolina State University
136.1702128,159.5744681,4,0.7,North Carolina State University
130,155.3191489,3.5,0.75,New York University
155,163,3,0.82,New York University
149,162,3.5,0.72,New York University
146,163,3,0.7,New Jersey Institute of Technology
130,157.4468085,4,0.71,New Jersey Institute of Technology
130,168.0851064,3,0.8774,Georgia Institute of Technology
159,160,4.5,0.86,Georgia Institute of Technology
130,165.9574468,4,0.89,Georgia Institute of Technology
130,168.0851064,4.5,0.82,Georgia Institute of Technology
140.4255319,165.9574468,4,0.87,Georgia Institute of Technology
130,170.212766,3.5,0.688,Georgia Institute of Technology
130,159.5744681,3.5,0.875,Georgia Institute of Technology
153,162,3.5,0.866,Georgia Institute of Technology
130,165.9574468,4.5,0.841,Georgia Institute of Technology
159,170,4,0.81,Georgia Institute of Technology
130,165.9574468,4,0.802,Georgia Institute of Technology
130,170.212766,4,0.802,Georgia Institute of Technology
155.3191489,170.212766,4,0.82,Georgia Institute of Technology
130,168.0851064,3.5,0.86,Georgia Institute of Technology
144.6808511,170.212766,5,0.87,Georgia Institute of Technology
157,164,4,0.8705,Georgia Institute of Technology
146.8085106,155.3191489,4,0.79,Georgia Institute of Technology
150,157,3,0.69,George Mason University
130,157.4468085,4,0.71,George Mason University
150,168,4.5,0.81,Cornell University
153,164,4,0.8445,Cornell University
153,169,4.5,0.89,Cornell University
140.4255319,165.9574468,4,0.87,Cornell University
151,159,3.5,0.89,Cornell University
153,167,3.5,0.83,Cornell University
130,163.8297872,4,0.86,Cornell University
140.4255319,165.9574468,4,0.87,Columbia University
159,170,4,0.81,Columbia University
155,160,4.5,0.81,Clemson University
130,170.212766,4,0.899,Clemson University
130,163.8297872,3,0.72,Clemson University
157.4468085,157.4468085,4.5,0.796,Clemson University
150,168,4.5,0.81,Carnegie Mellon University
159,160,4.5,0.86,Carnegie Mellon University
130,163.8297872,3.5,0.83,Carnegie Mellon University
154,164,4,0.79,Carnegie Mellon University
146,163,3,0.7,Carnegie Mellon University
130,170.212766,4.5,0.8865,Carnegie Mellon University
153,169,4.5,0.89,Carnegie Mellon University
140.4255319,165.9574468,4,0.87,Carnegie Mellon University
130,170.212766,3.5,0.688,Carnegie Mellon University
138.2978723,170.212766,0,0.8,Carnegie Mellon University
158,164,4,0.8,Carnegie Mellon University
152,163,4,0.72,Carnegie Mellon University
142.5531915,161.7021277,4,0.71,Carnegie Mellon University
159,160,4.5,0.86,Arizona State University
140.4255319,170.212766,3,0.773,Arizona State University
130,148.9361702,3.5,0.785,Arizona State University
153,164,4,0.872,Arizona State University
138.2978723,170.212766,4.5,0.838,Arizona State University
130,155.3191489,4,0.8,Arizona State University
150,161,3,0.798,Arizona State University
152,165,4.5,0.825,Arizona State University
134.0425532,168.0851064,3.5,0.8,Arizona State University
144,161,3.5,0.74,Arizona State University
130,159.5744681,3.5,0.861,Arizona State University
130,165.9574468,3,0.82,Arizona State University
155,160,4.5,0.804,Arizona State University
131.9148936,170.212766,4,0.89,Arizona State University
130,165.9574468,4,0.824,Arizona State University
130,163.8297872,3.5,0.77,Arizona State University
154,160,2.5,0.792,Arizona State University
150,163,3.5,0.8,Arizona State University
148,165,4,0.834,Arizona State University
154,163,3,0.837,Arizona State University
151,159,3.5,0.89,Arizona State University
130,159.5744681,2.5,0.8,Arizona State University
140.4255319,159.5744681,3.5,0.8787,Arizona State University
153,167,3.5,0.83,Arizona State University
150,162,4,0.78,Arizona State University
130,168.0851064,3,0.84,Arizona State University
138.2978723,165.9574468,3.5,0.798,Arizona State University
130,165.9574468,4,0.87,Arizona State University
148,160,0,0.85,Arizona State University
138.2978723,170.212766,4,0.9,Arizona State University
157,164,4,0.8705,Arizona State University
130,131.9148936,4,0.83,Arizona State University
152,163,3,0.73,Arizona State University
130,78,4,0.8,Arizona State University
152,164,4,0.8539,Arizona State University
151,162,3.5,0.862,Arizona State University
146.8085106,155.3191489,4,0.79,Arizona State University
130,163.8297872,4,0.86,Arizona State University
143,167,3.5,0.7,University of Texas Dallas
130,155.3191489,2.5,0.6,University of Texas Dallas
130,170.212766,4,0.6,University of Texas Dallas
149,151,3,0.65,University of Texas Dallas
130,170.212766,4,0.6,University of Texas Arlington
143,167,3.5,0.7,University of Southern California
130,159.5744681,3,0.617,University of Colorado Boulder
130,155.3191489,3.5,0.55,SUNY Buffalo
166,163,4,0.64,SUNY Buffalo
143,167,3.5,0.7,North Carolina State University
149,151,3,0.65,New Jersey Institute of Technology
143,167,3.5,0.7,Arizona State University
131.9148936,165.9574468,3.5,0.8,University of Washington
130,138.2978723,3.5,0.85,University of Texas Dallas
146,158,3.5,0.892,University of Texas Dallas
153,158,4,0.861,University of Texas Dallas
130,144.6808511,0,0.78,University of Texas Dallas
150,161,3.5,0.74,University of Texas Dallas
153,156,3,0.864,University of Texas Dallas
149,158,3,0.7545,University of Texas Dallas
152,155,3,0.851,University of Texas Dallas
143,167,3,0.78,University of Texas Dallas
157,156,3.5,0.85,University of Texas Dallas
147,158,3,0.084,University of Texas Dallas
152,156,4,0.851,University of Texas Dallas
165,167,4.5,0.789,University of Texas Dallas
147,158,3,0.674,University of Texas Arlington
149,158,3,0.7545,University of Texas Arlington
130,153.1914894,4,0.7531,University of Texas Arlington
130,144.6808511,0,0.78,University of Southern California
153,156,3,0.864,University of Southern California
146,158,3,0.745,University of North Carolina Charlotte
130,138.2978723,3.5,0.85,University of North Carolina Charlotte
130,155.3191489,3.5,0.7,University of North Carolina Charlotte
157,156,3.5,0.85,University of North Carolina Charlotte
157,163,3.5,0.752,University of North Carolina Charlotte
153,158,4,0.861,University of Maryland College Park
150,160,3.51,0.7,University of Maryland College Park
151,158,3,0.7,University of Maryland College Park
41,44,4,0.65,University of Maryland College Park
152,156,4,0.851,University of Maryland College Park
130,168.0851064,3,0.8,University of Illinois Chicago
150,160,3.51,0.7,University of Illinois Chicago
150,161,3.5,0.74,University of Illinois Chicago
152,155,3,0.851,University of Illinois Chicago
154,159,4,0.86,University of Illinois Chicago
130,130,3.5,0.68,University of Illinois Chicago
149,157,3,0.75,University of Illinois Chicago
131.9148936,165.9574468,3.5,0.8,University of Illinois Chicago
130,155.3191489,4,0.8844,University of Illinois Chicago
152,156,4,0.851,University of Illinois Chicago
153,158,4,0.861,University of Florida
153,156,3,0.864,University of Florida
157,156,3.5,0.85,University of Florida
152,161,4,0.688,University of Colorado Boulder
137,148,2.5,0.667,University of Colorado Boulder
130,168.0851064,3,0.8,University of Cincinnati
154,159,4,0.86,University of Cincinnati
131.9148936,165.9574468,3.5,0.8,University of Cincinnati
161,163,4.5,0.82,University of Cincinnati
130,168.0851064,3,0.8,University of Arizona
154,159,4,0.86,University of Arizona
131.9148936,165.9574468,3.5,0.8,University of Arizona
161,163,4.5,0.82,University of Arizona
154,159,4,0.86,Texas A and M University College Station
34,49,4,0.8,Texas A and M University College Station
131.9148936,165.9574468,3.5,0.8,Texas A and M University College Station
161,163,4.5,0.82,Texas A and M University College Station
159,160,3,0.82,Syracuse University
152,161,4,0.688,Syracuse University
154,159,4,0.86,Syracuse University
153,158,4,0.861,SUNY Buffalo
150,161,3.5,0.74,SUNY Buffalo
145,156,3,0,SUNY Buffalo
157,163,3.5,0.752,SUNY Buffalo
130,155.3191489,4,0.8844,SUNY Buffalo
130,155.3191489,4,0.8844,Rutgers University New Brunswick/Piscataway
30,49,6,0,Purdue University
142,150,3.5,0.81,Northeastern University
150,161,3.5,0.74,Northeastern University
152,155,3,0.851,Northeastern University
144,156,3,0.72,Northeastern University
165,167,4.5,0.789,Northeastern University
147,158,3,0.674,New Jersey Institute of Technology
130,170.212766,3.5,0.834,New Jersey Institute of Technology
157,156,3.5,0.85,New Jersey Institute of Technology
152,161,4,0.688,George Mason University
130,153.1914894,4,0.7531,Carnegie Mellon University
146,158,3.5,0.892,Arizona State University
141,157,2.5,0.862,Arizona State University
130,153.1914894,4,0.7531,Arizona State University
157,163,3.5,0.752,Arizona State University
161,163,4.5,0.82,Arizona State University
130,168.0851064,3,0.72,University of Cincinnati
130,168.0851064,3,0.72,SUNY Buffalo
130,168.0851064,3,0.72,Northeastern University
130,276.5957447,3,0.85,University of Florida
145,156,2,0.705,University of Texas Dallas
130,159.5744681,3,0.837,University of Utah
130,159.5744681,3,0.837,George Mason University
144,161,3,0.657,University of North Carolina Charlotte
130,163.8297872,4.5,0.739,SUNY Buffalo
164,165,3.5,0.85,University of North Carolina Charlotte
164,165,3.5,0.85,University of Illinois Chicago
164,165,3.5,0.85,University of Florida
164,165,3.5,0.85,North Carolina State University
148,161,3.5,0.7023,Northeastern University
155,163,3.5,0.574,SUNY Buffalo
155,163,3.5,0.574,George Mason University
146,162,3,0.68,George Mason University
143,170,3,0.75,University of North Carolina Charlotte
154,160,4,0.72,University of Maryland College Park
154,160,4,0.72,University of Illinois Chicago
154,160,4,0.72,University of Arizona
130,163.8297872,3,0.725,University of Texas Dallas
157,160,3.5,0.75,SUNY Buffalo
157,160,3.5,0.75,Clemson University
140,159,3,0.72,Wayne State University
130,151.0638298,3.5,0.71,University of Texas Dallas
130,157.4468085,3.5,0.852,Arizona State University
156,165,3,0.756,Northeastern University
145,159,3,0.71,University of Utah
145,159,3,0.71,University of Texas Dallas
152,163,3.5,0.875,Johns Hopkins University
152,163,3.5,0.875,Cornell University
152,163,3.5,0.875,Columbia University
152,163,3.5,0.875,Carnegie Mellon University
154,164,3.5,0.83,University of Washington
154,164,3.5,0.83,University of Texas Arlington
154,164,3.5,0.83,University of Illinois Chicago
154,164,3.5,0.83,SUNY Stony Brook
130,170.212766,4,0,University of Cincinnati
130,170.212766,4,0,Syracuse University
143,161,3,0.73,SUNY Buffalo
130,170.212766,3.5,0.875,Georgia Institute of Technology
149,153,0,0.71,Wayne State University
146,154,3,0.75,University of Texas Dallas
130,155.3191489,2.5,0,Wayne State University
162,165,3,0.711,Virginia Polytechnic Institute and State University
134.0425532,168.0851064,4,0.78,Virginia Polytechnic Institute and State University
130,170.212766,3.5,0.78,University of Wisconsin Madison
140.4255319,146.8085106,3,0.83,University of Washington
169,168,5,0.74,University of Utah
150,161,4,0.83,University of Utah
148,164,3,0.771,University of Texas Dallas
131.9148936,153.1914894,3.5,0.805,University of Texas Dallas
130,165.9574468,3,0.74,University of Texas Dallas
149,164,2.5,0.75,University of Texas Dallas
144,159,3,0.718,University of Texas Dallas
130,148.9361702,3.5,0.65,University of Texas Dallas
148,161,4,0.719,University of Texas Dallas
130,148.9361702,3,0.72,University of Texas Dallas
162,162,4.5,0.704,University of Texas Dallas
130,142.5531915,3,0.81,University of Texas Dallas
130,165.9574468,3.5,0.788,University of Texas Dallas
130,148.9361702,3.5,0.71,University of Texas Dallas
130,170.212766,3,0.82,University of Texas Dallas
130,163.8297872,3,0.75,University of Texas Dallas
152,155,2.5,0.682,University of Texas Dallas
36,48,5,0.7,University of Texas Dallas
145,162,3,0.7,University of Texas Dallas
142,159,3,0.8,University of Texas Dallas
158,170,4,0.84,University of Texas Dallas
130,155.3191489,2.5,0.73,University of Texas Dallas
130,148.9361702,4,0.74,University of Texas Dallas
130,170.212766,3,0.68,University of Texas Dallas
146,153,3.5,0.75,University of Texas Dallas
130,159.5744681,2.5,0.76,University of Texas Dallas
143,166,0,0.8,University of Texas Dallas
154,155,3,0.724,University of Texas Dallas
154,159,3.5,0.7504,University of Texas Dallas
142.5531915,161.7021277,4,0.84,University of Texas Dallas
143,151,3,0.81,University of Texas Arlington
130,142.5531915,3,0.81,University of Texas Arlington
130,148.9361702,3.5,0.71,University of Texas Arlington
130,168.0851064,4,0.733,University of Texas Arlington
158,170,4,0.84,University of Texas Arlington
130,155.3191489,2.5,0.73,University of Texas Arlington
130,159.5744681,4,0.82,University of Southern California
154,159,4,0.84,University of Southern California
146,163,3.5,0.905,University of Southern California
130,168.0851064,4,0.733,University of Southern California
130,163.8297872,4,0.7138,University of Southern California
130,161.7021277,3,0.78,University of Southern California
130,189.3617021,3,0.7,University of Southern California
154,162,3,0.77,University of Southern California
152,163,3,0.732,University of North Carolina Charlotte
130,165.9574468,3.5,0.788,University of North Carolina Charlotte
148,165,3,0.79,University of North Carolina Charlotte
130,163.8297872,4,0.72,University of North Carolina Charlotte
153,161,4,0.88,University of North Carolina Charlotte
130,148.9361702,4,0.74,University of North Carolina Charlotte
149,156,4,0.7,University of North Carolina Charlotte
148.9361702,157.4468085,4,0.77,University of Minnesota Twin Cities
130,165.9574468,3,0.88,University of Minnesota Twin Cities
142.5531915,161.7021277,4,0.84,University of Minnesota Twin Cities
130,170.212766,3.5,0.78,University of Michigan Ann Arbor
148.9361702,157.4468085,4,0.77,University of Michigan Ann Arbor
130,165.9574468,3,0.88,University of Massachusetts Amherst
130,148.9361702,3,0,University of Massachusetts Amherst
131.9148936,153.1914894,3.5,0.805,University of Maryland College Park
150,161,4,0.83,University of Maryland College Park
150,164,4,0.7968,University of Illinois Chicago
136.1702128,168.0851064,3,0.71,University of Illinois Chicago
155,161,3,0.87,University of Illinois Chicago
148,161,4,0.719,University of Illinois Chicago
162,162,4.5,0.704,University of Illinois Chicago
130,168.0851064,3.5,0.75,University of Illinois Chicago
130,170.212766,3,0.82,University of Illinois Chicago
150,161,3,0.78,University of Illinois Chicago
31,44,4,0.75,University of Illinois Chicago
153,161,4,0.88,University of Illinois Chicago
140.4255319,146.8085106,3,0.83,University of Illinois Chicago
130,155.3191489,3,0.74,University of Illinois Chicago
130,159.5744681,3.5,0.72,University of Florida
153,162,0,0.84,University of Florida
148,161,4,0.719,University of Florida
154,159,4,0.84,University of Florida
130,165.9574468,3,0.82,University of Florida
153,161,4,0.88,University of Florida
130,161.7021277,3,0.78,University of Florida
150,161,4,0.83,University of Florida
130,168.0851064,4.5,0.85,University of Florida
130,161.7021277,3,0.828,University of Florida
130,170.212766,3,0.68,University of Florida
130,155.3191489,4,0.65,University of Colorado Boulder
130,168.0851064,3.5,0.75,University of Colorado Boulder
158,170,4,0.84,University of Colorado Boulder
148,164,3,0.771,University of Cincinnati
130,159.5744681,3.5,0.72,University of Cincinnati
155,161,3,0.87,University of Cincinnati
154,159,4,0.84,University of Cincinnati
155,164,3.5,0.72,University of Cincinnati
153,158,3.5,0.72,University of Cincinnati
130,163.8297872,4,0.72,University of Cincinnati
158,170,4,0.84,University of Cincinnati
130,148.9361702,4,0.74,University of Cincinnati
130,161.7021277,3,0.828,University of Cincinnati
130,165.9574468,3,0.88,University of California Santa Barbara
153,161,4,0.88,University of California Santa Barbara
169,168,5,0.74,University of California Irvine
136.1702128,170.212766,5,0.85,University of Arizona
130,170.212766,0,0,University of Arizona
140.4255319,146.8085106,3,0.83,University of Arizona
130,170.212766,3,0.68,University of Arizona
130,155.3191489,3,0.74,University of Arizona
136.1702128,168.0851064,4,0.79,Texas A and M University College Station
130,170.212766,4,0.8,Texas A and M University College Station
140.4255319,146.8085106,3,0.83,Texas A and M University College Station
134.0425532,168.0851064,4,0.78,Texas A and M University College Station
149,164,2.5,0.75,Syracuse University
130,155.3191489,4,0.65,Syracuse University
130,148.9361702,3,0.72,Syracuse University
130,148.9361702,3.5,0.71,Syracuse University
130,168.0851064,4,0.733,Syracuse University
140.4255319,146.8085106,3,0.83,Syracuse University
154,155,3,0.724,Syracuse University
155,161,3,0.87,SUNY Stony Brook
130,170.212766,3,0.82,SUNY Stony Brook
150,164,4,0.7968,SUNY Buffalo
155,161,3,0.87,SUNY Buffalo
130,168.0851064,3,0.77,SUNY Buffalo
162,162,4.5,0.704,SUNY Buffalo
136.1702128,168.0851064,4,0.79,SUNY Buffalo
140.4255319,165.9574468,4.5,0.72,SUNY Buffalo
134.0425532,165.9574468,3.5,0.66,SUNY Buffalo
150,165,3,0.78,SUNY Buffalo
153,158,3.5,0.72,SUNY Buffalo
130,168.0851064,4,0.733,SUNY Buffalo
130,163.8297872,4,0.72,SUNY Buffalo
130,146.8085106,3,0.085,SUNY Buffalo
130,155.3191489,3,0.74,SUNY Buffalo
130,165.9574468,3,0.74,SUNY Buffalo
